Serial,Customer No,Rooms,Members,Fans,Lights,Freezes,Microwave Oven,Geyser,AC,Washing Machine,TV,PC,Induction Stove,Profession,Salary,post_21_july_unit,post_21_august_unit,post_21_sep_unit,post_21_oct_unit,post_21_nov_unit,post_21_dec_unit,post_22_jan_unit,post_22_feb_unit,post_22_mar_unit,post_22_april_unit,post_22_may_unit,post_22_june_unit,pre_22_apr_unit,pre_22_may_unit,pre_22_june_unit,pre_22_july_unit,pre_22_aug_unit,pre_22_sep_unit,pre_22_oct_unit,pre_22_nov_unit,pre_22_dec_unit,pre_23_jan_unit,pre_23_feb_unit,pre_23_mar_unit,pre_23_apr_unit,pre_23_may_unit,pre_23_june_unit,pre_23_jul_unit,pre_23_aug_unit,pre_23_sep_unit,pre_23_oct_unit,pre_23_nov_unit,pre_23_dec_unit,,
1477,17446539,3,3,2,5,0,0,0,1,1,2,0,0,,3046.4,238,215,264,271,212,143,38,24,134,225,166,,,,285.66,73.78,116.18,109.19,154.7,155.99,95.68,62.5,108.84,268.11,304.64,319.77,336.79,345.64,384.16,415.99,232.37,147.88,127.35,,
1478,17378511,4,4,3,11,1,2,1,1,0,2,2,0,,3869,414,437,489,454,242,411,295,289,433,465,384,34,,,560.06,447.07,539.4,529.2,513.07,441.13,418,399.66,391.13,522.19,386.9,515.13,487.14,442.05,504.13,509.15,524.79,435.8,456.54,,
1479,17448499,3,2,3,7,1,1,1,1,1,1,0,0,,3846.5,431,494,547,446,401,291,303,230,294,343,325,0,,,535.77,315.88,323.24,415.71,436.21,354.66,286.58,232.61,192.18,284.36,384.65,313.29,301.53,252.65,212.84,175.75,201.62,129.16,84.47,,
1480,17458981,3,2,2,3,1,0,0,0,0,1,1,0,,1423.8,99,115,119,96,70,48,58,69,99,131,76,,,49.18,116.59,79.85,86.65,93.51,111.68,80.88,104.78,118.85,112.49,156.16,142.38,145.77,124.67,140.13,125.1,146.51,124.35,89.41,74.54,,
1481,17359375,4,3,4,11,2,1,1,1,2,2,2,0,,3445.9,353,435,498,481,320,149,121,143,285,436,467,324,,,245.64,697.39,508.53,482.12,425.65,172.7,208.64,264.78,176.89,234.15,344.59,309.43,549.4,628.31,524.08,693.96,415.24,255.91,249.05,,
1482,17398361,4,3,4,9,1,2,1,2,0,2,3,0,,9160.4,392,287,295,207,313,161,177,212,222,259,291,6,,,601.14,499.67,736.01,950.22,889.39,602.9,554.9,519.48,459.99,714.79,916.04,911.83,1092.98,1059.58,1067.17,1028.04,984.75,768.39,559.34,,
1483,17451592,3,2,3,7,1,1,1,0,1,2,1,0,,2572.5,274,284,315,275,204,133,130,130,242,316,293,236,,,81.71,249.19,290.29,291.89,242.97,207.01,145.8,152.6,126.37,205.28,257.25,265.69,309.7,286.21,274.85,283.7,253.55,183.08,153.33,,
1484,17395085,3,4,3,6,2,0,1,0,0,1,0,0,,5350.3,357,512,469,17,23,19,216,212,350,466,328,130,,,60.11,199.45,382.14,469.67,309.16,210.68,213.39,136.11,221.01,406.81,535.03,443.53,338.98,457.06,533.82,743.98,407.45,423.49,211.79,,
1486,17342101,2,2,2,3,1,1,0,0,1,1,1,0,,1983.8,229,242,240,183,163,110,112,103,184,194,212,106,,,100.11,211.56,204.3,208.19,200.01,164.49,116.19,94.99,90.67,154.55,198.38,189.5,207.34,257.84,248.58,237.88,238.14,203.48,135.53,,
1487,17425663,4,4,4,7,2,2,1,2,2,2,0,1,,6153.5,439,358,450,474,295,136,98,161,518,619,608,0,,,729.07,610.79,584.26,603.29,552.47,516.5,475.68,480.41,495.46,670.85,615.35,573,615.12,608.5,582.99,637.29,609.42,486.37,417.03,,
1488,17374281,3,3,3,7,2,1,1,1,1,1,1,0,,2595.2,266,258,266,268,249,209,188,178,245,235,138,,,,409.48,273.67,245.74,236.85,198.04,209.51,218.76,177.85,186.51,240.75,259.52,236.81,239.99,263.93,220.89,253.14,402.35,247.41,185.96,,
1489,17346301,2,2,2,3,1,0,0,0,0,2,0,0,,2036.8,223,251,239,210,164,125,144,136,165,213,94,,,,338.51,210.01,242.09,216.52,200.37,180.56,143.49,128.41,134.38,197.59,203.68,212.72,224.65,255.03,275.78,260.34,199.84,125.35,88.95,,
1490,17443055,3,3,2,5,1,0,0,0,0,2,0,0,,4161.2,192,198,242,228,126,92,92,86,130,163,173,51,,,162.26,188.25,209.54,190.68,181.38,142.74,134.18,119.95,133.17,190.08,416.12,396.61,480.49,551.94,597.31,747.89,622.97,362.08,116.45,,
1491,17376074,2,2,2,3,1,1,0,1,0,1,0,0,,1957.3,194,214,246,265,156,105,122,109,170,245,236,210,,,248.58,237.88,254.8,225.24,205.14,163.86,112.45,103.6,114.37,160.42,195.73,201.31,213.55,237.98,244.59,241.01,216.39,162.06,152.46,,
1492,17444509,2,3,1,3,1,0,1,1,0,2,1,0,,1956.6,201,250,242,190,139,106,107,93,181,235,162,,,,367.61,206.52,218.73,225.78,192.96,126.02,129.77,111.99,121.22,188.07,195.66,229.63,240.42,234.05,237.3,238.24,136.88,121.99,85.15,,
1494,17353164,3,2,3,7,1,1,1,0,0,1,1,0,,3144.3,178,207,202,203,191,150,155,98,183,285,324,,,90.78,242.37,320.19,309.79,291.29,288.57,249.76,246.92,216.62,258.37,324.2,314.43,293.71,468.5,366,288.04,284.27,256.79,248.65,230.73,,
1495,17390851,3,3,3,7,1,0,1,1,2,2,0,0,,3329.2,346,326,334,315,279,224,181,144,249,280,327,53,,,306.38,332.47,338.63,339.24,312.14,266.04,235.12,175.51,190.79,305.42,332.92,325.66,338.45,368.01,382.92,341.66,332.84,270.93,246.47,,
1496,17388699,3,2,2,5,1,0,0,0,0,1,1,0,,2164.2,255,254,210,171,163,113,122,143,150,181,217,99,,,89.37,217.47,200.69,160.91,158.53,158.22,139.26,123.91,127.34,156.79,216.42,180.15,180.88,188.77,174.61,159.02,146.56,117.21,110.16,,
1497,17359451,3,2,2,3,0,0,0,0,1,1,0,0,,1985.2,35,121,116,66,49,28,39,30,67,76,75,,,,43.59,85.25,89.33,72.66,191.1,176.18,131.02,87.51,123.45,202.82,198.52,189.83,230.4,197.03,180.41,188.82,212,188.27,135.72,,
1498,17351897,4,4,3,7,2,1,1,1,1,2,0,0,,1860.3,253,270,280,208,194,124,116,124,208,222,104,,,197.37,254.82,224.3,222.65,249.31,209.57,208.49,159.41,156.75,144.82,171.75,186.03,228.59,224.67,240.89,232.67,241.47,244.43,241.9,218.45,,
1499,17376750,4,2,3,3,1,0,0,1,1,1,9,0,,2230.5,253,203,228,243,167,99,105,105,157,264,210,,,,313.91,213.58,211.63,186.09,177.12,137.01,85.5,80.94,107.02,191.51,223.05,220.71,216.01,182.81,188.89,211.82,231.94,184.39,89.96,,
1500,17400244,3,6,3,7,1,2,1,3,2,2,0,1,,9949.4,175,228,239,233,141,159,158,187,183,142.74,134.18,0,,,960.61,1346.43,1427.93,1415.61,1125.19,946.66,745.5,557.92,812.92,590.57,994.94,960.61,1104.97,989.04,931.02,918.97,1041.9,767.05,589.53,,
1501,17401691,2,2,2,5,0,0,0,0,0,0,1,0,,1199.7,124,45,176,179,93,47,49,54,46,53,76,91,,,125.08,110.9,80.35,90.83,68.71,65,54.8,61.12,96.02,111.49,119.97,125.08,142.49,140.49,169.76,147.55,169.38,133.72,84.77,,
1502,17339351,4,4,3,5,1,1,0,1,1,2,0,0,,1962,271,267,296,259,168,84,69,70,234,231,211,183,,,132.36,195.27,217.02,230.81,214.19,164.32,91.88,69.86,93.53,210.44,196.2,246.27,256.11,242.42,283.43,266.36,252.25,190.51,135.64,,
1503,17445460,4,7,3,11,2,1,0,3,1,1,3,0,,6959.1,853,851,826,953,326,220,208,193,515,777,827,,,,801.78,634.49,674.79,773.48,324.09,219.15,198.75,200.8,227.11,507.11,695.91,523.61,785.93,895.71,964.31,1153.58,873.34,475.67,224.03,,
1504,17401651,4,8,4,12,1,2,1,2,0,1,0,0,,11941.7,456,434,806,1006,630,469,483,509,652,846,928,698,,,174.62,988.47,967.98,988.88,896.04,687.99,610.22,526.65,532.89,805.36,1194.17,1036.54,952.56,1136.79,1054.11,1001.69,944.88,692.16,558.84,,
1505,17399552,3,2,2,5,1,0,0,0,0,1,0,0,,1527.2,91,126,165,119,101,68,72,82,119,94,33.34,,,151.86,112.8,170.79,147.94,157.91,123.04,117.44,89.54,88.77,97.04,138.71,152.72,158.5,163.8,138.91,167.25,109.29,147.54,134.23,90.98,,
1506,17399321,4,4,4,10,2,3,2,1,0,1,0,0,,6195.3,659,612,580,536,555,449,559,592,655,666,758,681,,,549.6,591.58,723.54,654.14,651.43,634.23,685.34,673.13,571.97,661.12,619.53,633.97,644.79,700.88,728.76,689.56,723.82,622.73,624.24,,
1507,17358701,4,3,4,10,1,2,1,2,0,2,2,0,,6599.4,215,244,256,290,230,224,243,243,290,269,310,,,,354.53,742.76,813.56,705.11,617.23,484.68,381.69,320.54,296.87,470.16,659.94,685.44,735.95,748.83,689.57,707.5,694.44,483.33,414.65,,
1508,17361201,3,4,3,5,1,1,0,1,0,2,1,0,,1610.9,107,130,275,177,94,125,78,76,121,325,122,,,,157.09,107.43,296.19,204.86,235.38,164.5,63.9,44.13,61.36,113.31,161.09,232.83,203.68,405.8,244.22,178.78,239.3,98.06,40.04,,
1509,17460322,2,2,1,6,1,0,1,1,1,1,1,0,,2389.4,316,312,358,322,223,82,85,85,183,237,272,,,,269.29,269.87,270.87,243.16,228.71,155.69,102.87,78.2,101.38,177.74,238.94,249.58,253.32,262.79,250.96,238.42,194.13,142,92.22,,
1510,17444814,2,3,2,5,1,0,1,1,0,1,0,0,,2077,177,176,129,109,106,69,73,75,139,130,168,,,241.69,166.54,90.42,154.05,164.66,133.2,148.61,177.73,186.48,153.14,203.29,207.7,208.11,196.65,210.33,214.22,188.21,124.88,120.9,92.38,,
1512,17403221,5,4,5,11,2,3,2,3,0,1,2,1,,8158.3,300,268,516,415,421,479,441,582,277,301,351,393,,,431.63,719.21,788.3,760.2,827.04,811.82,694.15,566.2,618.89,872.59,815.83,1005.58,956.6,980.43,977.99,1005.63,1014.17,929.19,799.08,,
1513,17448624,3,2,2,3,1,1,1,0,0,2,1,0,,3505.2,63,127,132,137,133,133,134,124,189,133,120,0,,,40.11,264.29,263.94,210.07,181.92,132.47,133.69,156.74,98.33,114.82,350.52,244.4,334.17,349.08,282.23,267.02,222.61,163.23,128.61,,
1514,17341300,4,2,4,9,1,1,1,2,2,1,2,0,,5145.6,374,335,376,343,301,217,194,183,316,323,333,229,,,189.94,424.18,363.43,384.94,349.71,305.95,237.53,195.39,198.08,340.42,514.56,405.1,510.14,512.33,441.8,513.72,428,321.16,216.92,,
1515,17430566,3,4,3,9,1,2,1,2,2,1,2,0,,5496,26,80,163,679,409,345,427,397,456,479,587,249,,,196.09,538.54,505.64,478.92,472.37,455.45,365.6,351.66,361.3,505.49,549.6,591.58,614.36,582.33,535.28,587.51,589.21,487.42,375.58,,
1516,17345943,4,4,4,9,2,2,3,3,1,1,3,2,,16305.3,47,95,27,633,653,458,516,457,570,687,610,,,,804.58,16.17,1102,1164,1435.37,2550.58,2675,2709.11,1817.17,1783.98,1630.53,2021.4,2155.38,1807.76,1756,1636.59,1716.74,1298.85,1345.6,,
1517,17398287,5,3,4,11,1,1,1,2,0,2,1,0,,4351.4,163,644,604,522,291,119,137,182,425,618,552,19,,,569.41,601.45,580.05,452.74,365.25,186.68,105.8,100.75,99.03,249.66,435.14,464.29,526.34,461.64,445.39,484.91,484.83,304.11,160.68,,
1518,17445615,3,2,2,6,1,0,0,0,1,1,0,0,,1730.2,117,125,117,110,80,25,28,36,119,174,76,,,112.3,441.3,474.27,258.87,117.18,262.22,187.37,60.67,32.16,38.59,123.9,173.02,197.49,187.55,178.85,184.81,362.74,164.38,140.16,55.61,,
1519,17441612,2,2,1,3,1,1,0,1,0,0,1,0,,1896.6,316,301,347,311,195,125,103,81,141,169,187,,,,256.14,205.1,237.15,159.71,140.76,154.11,104.27,64.5,86.63,142.1,189.66,281.05,355,324.24,302.66,307.93,227.28,190.75,127.45,,
1520,17413890,2,4,2,5,2,1,1,1,1,2,1,0,,1775.4,190,141,122,228,226,113,179,159,224,237,178,0,,141.14,453.13,564.74,509.64,483.39,403.53,276.37,196.6,122.46,118.34,149.63,177.54,201.66,7.13,213.96,221.09,437.64,240.23,132.89,87.73,,
1521,17373027,3,6,3,9,2,3,2,2,0,2,0,1,,7883.2,552,547,571,489,513,403,447,445,475,560,588,,,,546,279.73,788.32,788.33,762.89,788.32,762.9,788.32,788.33,712.03,788.32,762.9,788.32,762.9,788.32,788.32,762.9,1474.9,612.94,,
1522,17449069,2,2,1,3,0,0,0,0,0,1,1,0,,1660.3,199,244,207,37,47,38,46,45,79,124,104,,,,171.3,172.73,203.1,189.77,173.47,142.2,155.95,124.76,118.75,156,166.03,185.19,174.57,174.63,211.35,209.35,202.98,167.68,143.62,,
1523,17359411,2,2,1,3,0,1,0,0,0,0,0,0,,1962.2,237,13,147,181,172,111,86,96,243,238,226,,,,144.18,247.52,283.38,240.21,226.28,186.86,123.81,101.38,121.18,209.55,196.22,222.32,254.57,232.36,252.65,239.22,249.74,218.21,158.16,,
1524,17414475,3,4,3,7,2,1,1,2,1,2,2,0,,2333.1,323,328,327,342,398,265,225,201,300,303,279,20,,77.88,299.51,305.99,316.66,296.88,301.78,250.94,188.01,155.74,171.86,214.63,233.31,243.11,238.27,252.12,224.95,241.92,240.18,202.79,189.86,,
1525,17387830,3,3,3,8,2,1,1,1,0,1,0,0,,6347.7,444,455,512,415,273,150,150,134,272,327,235,,,172.97,464.66,394.48,425.93,415.93,324.14,290.51,210.48,234.23,379.62,587.17,634.77,689.17,753.84,810.71,685.5,406.93,429.14,291.47,201.97,,
1526,17338029,4,2,4,9,1,1,0,2,0,2,1,0,,3214.9,384,414,413,276,270,133,149,114,268,338,314,17,,,423.3,354.84,349.79,349.68,306.43,248.94,181.8,172.34,164.28,293.38,321.49,365.31,380.55,399.26,280.67,361.57,369.93,293.95,166.69,,
1527,17378121,3,3,3,7,2,1,0,1,0,1,1,0,,2788.3,685,715,671,644,431,246,256,223,448,609,753,0,,,741.36,169.43,285.38,231.34,214.42,204.18,172.16,183.75,172.93,202.28,278.83,304.37,327.75,308.4,142.13,141.39,113.08,112.1,80.58,,
1528,17423402,2,2,2,7,0,1,0,0,1,2,1,0,,2849.9,262,285,294,302,268,181,169,156,250,289,348,,,,247.43,319.11,357.53,226.24,177.81,163.94,77.84,65.21,117.29,191.22,284.99,295.73,278.69,269.7,326.92,204.45,151.28,130.45,82.22,,
1529,17397518,4,3,3,3,1,1,0,0,0,1,0,0,,2959.9,100,200,159,87,17,141,57,56,117,100,106,,,,120.42,66,13.6,291.72,255.88,193.15,142.23,137.14,147.77,244.19,295.99,285.95,298.32,415.44,323.93,325.11,252.15,181.36,153.64,,
1530,17419902,4,2,3,5,1,1,0,0,0,0,1,0,,1621.5,202,150,283,226,182,113,111,134,194,200,206,142,,,94.3,170.73,209.35,207.4,211.68,144.25,114,96.7,106.02,176.4,162.15,217.49,200,203.5,235.82,142.26,112.23,89.26,62.85,,
1531,17338673,4,3,4,9,2,2,1,2,2,2,3,0,,6017.6,631,853,837,710,458,395,506,533,693,770,535,,,265.6,471.81,697.67,611.7,577.47,602.58,461.64,385.04,402.45,248.6,391.83,601.76,645.43,742.95,666.91,614.21,576.06,424.41,405.79,257.95,,
1533,17445117,3,2,2,3,0,0,0,0,0,1,0,0,,1587.8,157,182,182,153,106,55,42,51,101,325,70,,,,222.67,148.08,174.02,172.28,127.67,124.06,78.13,55.04,76.22,137.46,158.78,168.91,157.99,179.26,182.97,183.71,162.79,128.83,132.48,,
1535,17460801,3,2,2,5,2,1,0,0,0,1,0,0,,1678.2,643,682,742,621,288,164,49,36,67,156,128,0,,198.39,70.37,162.4,167.82,167.81,162.4,167.81,162.4,167.82,167.81,151.57,167.82,162.4,167.81,162.4,373.7,218.63,160.36,78.57,68.68,,
1536,17444104,2,2,1,3,0,0,0,0,1,0,0,0,,700.7,263,280,280,253,203,44,64,52,111,157,154,110,,,41.47,121.55,186.07,115.81,115.72,92.17,68.47,62.32,76.75,64.67,70.07,101.96,135.98,161.58,146.89,138.7,123.63,108.96,101.38,,
1537,17462314,7,5,7,16,3,2,1,2,2,1,2,0,,5893.3,983,1102,1164,1122,982,607,564,504,882,1026,961,129,,,549,685.2,1125.26,657.83,586.71,437.47,345.62,272.13,354.62,587.8,589.33,511.43,518.65,495.72,541.97,623.48,588.39,530.41,375.65,,
1538,17351844,4,2,3,6,1,1,0,2,0,2,1,0,,2851.9,285,289,318,247,198,129,131,123,218,274,281,,,,317.14,335.2,347.75,301.04,237.17,228.79,179.75,172.82,153.7,191.42,285.19,237.43,300.67,227.72,190.09,245.15,249.91,178.04,128.77,,
1539,17356879,3,3,3,7,1,1,0,2,2,1,2,0,,4903.3,368,327,359,345,287,214,187,224,306,425,447,146,,,231,596.3,338.73,216.43,381.75,279.83,217.91,196.94,200.69,283.34,490.33,386.52,416.47,309.21,291.9,360.93,311.26,203.81,188.85,,
1540,17459494,4,2,3,6,1,1,0,1,2,2,1,0,,3532,313,295,290,339,315,204,220,273,353,349,480,231,,,20.76,508.18,202.69,151.02,263.32,261.08,153.17,156.83,232.31,490.66,353.2,91.73,177.25,419.36,197.99,129.75,188.36,291.44,219.98,,
1542,17458000,2,2,1,3,1,1,0,0,0,1,1,0,,777.5,549,514,468,493,349,230,194,191,228,274,6,0,,12.59,144.91,118.68,106.11,115.63,83.41,70.71,54.9,82.39,98.7,122.35,77.75,116.55,83.53,84.12,110.67,99.28,79.35,91.07,83.76,,
1543,17351628,2,2,1,6,1,0,0,1,1,2,1,0,,2111.1,168,163,174,131,87,49,62,55,103,177,57,,,132.77,182.34,198.5,198.51,173.5,171.26,161.12,132.61,76.28,111.67,221.9,211.11,227.15,222.83,203.17,297.83,296.89,215.39,199.59,112.55,,
1544,17381422,3,2,3,5,1,0,0,0,0,0,1,0,,800.5,69,104,149,133,115,98,128,115,207,188,93,53,,,142,165.61,113.64,103.36,89.55,82.16,84.94,61.46,96.71,132.94,80.05,81.7,85.58,72.61,80.37,82.11,66.41,59.98,71.43,,
1546,17403249,4,2,3,5,0,0,0,0,0,0,0,0,,2314.9,74,59,52,50,36,24,19,9,9,10,11,8,,,4.39,12.43,26.28,17.32,11.5,10.43,15.77,12.6,12.56,14.62,231.49,246.77,284.97,355.77,387.14,552.24,444.18,284.07,133,,
1547,17387436,2,2,2,6,1,1,0,0,0,2,1,0,,2164.1,230,236,246,256,184,109,115,124,164,190,156,,,74.31,203.55,213.37,199.76,199.74,212.59,184.53,144.82,109.37,124.51,211.29,216.41,210.55,204.21,191.99,189.55,184.56,177.83,139.9,111.62,,
1548,17443568,2,2,2,5,0,0,0,0,0,1,0,0,,936.2,192,154,148,160,97,55,104,70,163,118,70,,,15.66,171.19,105.63,106.87,104.99,94.45,97.34,73.93,57.5,63.19,92.57,93.62,111.31,109.22,100.8,72.98,102.15,103.79,81.31,69.59,,
1549,17342154,3,2,3,9,2,1,0,1,1,2,1,0,,3051.3,6.9,281,491,380,296,163,101,96,231,299,330,175,,,171.01,265.43,324.09,334.08,301.01,253.7,193.67,143.9,154.92,285.04,305.13,321.43,323.39,299.5,315.27,356.33,314.12,262.62,162.74,,
1550,17397039,3,3,3,7,1,1,0,0,0,1,1,0,,2710.3,298,237,226,195,135,101,111,131,217,249,248,,,,330.82,287.14,262.48,253.7,224.22,176.7,125.25,105.14,114.64,193.44,271.03,252.4,264.69,285.5,265.16,278.27,226.66,183.55,115.86,,
1551,17374701,3,2,3,7,1,1,0,1,2,2,1,0,,4585.7,176,179,205,187,161,120,116,121,175,193,100,,,,386.78,350.28,380.04,311.94,311.53,311.05,336.95,279.78,248.89,366.31,458.57,269.38,237.48,231.5,222.06,240.75,260.67,200.44,179.4,,
1553,17381102,4,2,3,8,0,1,0,0,0,2,1,0,,3193.9,68,145,166,123,72,163,142,117,203,268,153,124,,,68.55,133.87,175.19,213.53,145.5,63.21,136.86,159.82,165.52,208.2,319.39,233.77,248.11,159.51,219.38,243.89,209.95,166.59,148.36,,
1555,17420151,4,2,2,5,1,1,0,0,1,0,0,0,,1808.5,182,174,208,190,152,66,81,84,172,207,200,129,,,64.55,213.16,201.08,187.97,184.18,149.79,97.71,67.18,81.18,149.8,180.85,185.61,208.13,240.25,218.34,210.93,205.55,170.72,106.41,,
1557,17397429,4,3,2,11,2,1,0,1,0,2,2,0,,621.8,485,474,357,450,311,217,194,207,359,466,495,,,,445.55,435.84,416.04,446.96,393.19,256.44,210.1,207.79,209.58,13.37,62.18,426.99,539.03,338.59,398.31,544.86,402.64,197.65,150.33,,
1558,17425951,3,4,3,7,1,1,1,1,0,0,2,0,,4103.4,269,272,303,20,154,110,172,194,204,371,331,,,212.86,391,984.89,618.89,682.04,296.33,244.96,209.84,275.29,185.95,336.15,410.34,466.64,538.93,567.45,609.78,545.03,474.04,268.4,256.06,,
1559,17445899,2,2,2,5,0,1,0,0,0,0,0,0,,1554,178,165,110,84,130,131,143,127,140,162,92,,,,168.38,261.53,191.06,200.83,158.75,143.82,138.29,140.33,135.7,158.16,155.4,168.05,172.39,218.68,217.2,194.25,176.93,147.79,119.29,,
1560,17388311,4,2,3,8,1,1,0,1,0,2,1,0,,2250,28,129,160,269,209,34,102,98,256,313,117,,,109.97,234.93,221.83,349.12,323.38,296.71,235.9,137.16,89.44,142.38,255.33,225,309.36,298.18,259.83,295,230.35,284.69,195.3,97.1,,
1563,17458458,4,2,3,7,2,1,1,1,0,2,1,0,,2215.4,230,257,226,213,136,76,101,125,183,250,241,166,,,52.97,222.27,240.49,241.87,211.56,176.75,134.46,143.16,151.17,207.04,221.54,227.1,234.44,245.98,238.66,241.24,223.55,179.72,148.6,,
1568,17402861,3,2,3,7,1,1,1,0,0,2,2,0,,4922.1,137,142,294,342,321,322,317,267,244,460,399,213,,,58.68,151.14,218.81,262.47,253.48,240.94,331.16,328.21,236.8,251.72,492.21,236.63,325.91,209.61,247.91,268.71,237.66,227.83,320.56,,
1569,17375964,4,4,3,11,2,2,1,1,2,2,2,0,,4972.3,508,446,717,375,652,533,523,554,581,556,464,,,,384.14,389.04,560.94,576.01,498.4,549.51,414.01,585.63,378.7,592.83,497.23,544.9,379.95,424.63,547.03,489.54,476.46,432.7,519.51,,
1570,17351187,3,3,3,3,1,1,0,1,1,2,1,0,,3638.6,318,318,304,239,177,139,115,115,237,318,318,21,,,333.04,322.33,367.8,304,277.85,167.28,134.02,109.09,118.56,217.61,363.86,448.64,247.11,292.49,272.38,282.45,257.19,177.3,153.73,,
1571,17354069,4,2,2,11,1,2,1,1,2,2,2,0,,5643.5,536,506,569,581,414,286,366,327,409,443,336,,,,532.44,478.59,480.65,434.71,395.8,299.69,244.22,260.25,397.1,446.15,564.35,452.24,556.27,675.74,487.98,567.48,388.25,302.94,332.95,,
1572,17378507,3,2,3,7,1,1,0,1,1,0,2,0,,2314.4,360,475,472,417,422,424,271,250,302,301,270,20,,,363.9,270.33,394.63,329.41,271.39,209.12,161.31,227.01,153.38,256.01,231.44,350.41,325.68,282.76,352.79,349.14,230.42,182.56,124.94,,
1573,17341211,2,2,2,5,1,0,0,0,1,0,0,0,,601,54,75,67,112,85,131,114,130,43,24,77,117,,,13.84,106.47,47.09,51.1,32.17,56.38,87.09,83.84,70.01,18.21,60.1,66.17,84.84,75.77,106.22,65.59,31.56,42.91,21.23,,
1574,17399730,4,3,3,7,1,1,1,0,0,2,1,0,,3618.8,249,261,58,433,168,119,118,105,145,182,207,,24.85,25.3,312.16,579.34,231.45,292.59,302.08,260.82,194.43,156.41,162.73,236.82,361.88,313.51,329.71,351.37,373.95,363.03,383.61,270.01,197.6,,
1576,17440099,3,2,3,3,1,1,0,1,0,2,1,0,,2186.2,164,157,157,156,147,143,179,152,168,251,197,,,,325.11,573.45,729.36,338.85,305.25,219.16,106.48,88.16,161.44,269.68,218.62,344.91,320.85,241.99,321.82,354.68,338.48,276.02,103.49,,
1578,17338014,4,2,3,11,1,1,1,1,1,2,1,0,,5836.2,428,433,363,373,214,103,131,114,306,389,484,12,,,481.3,522.94,480.12,375.15,370.28,193.48,144.62,142.79,159.98,284.95,583.62,489.08,507.89,471.61,474.47,466.55,370.18,199.16,148.78,,
1580,17341669,3,3,3,7,2,1,1,2,2,2,1,0,,2897.6,211,138,324,329,240,111,134,113,275,438,403,134,,,141.13,230.13,307.2,302.78,283.3,293.65,261.54,238.64,211.28,322.45,289.76,317.34,361.84,363.33,406.87,366.45,387.6,338.07,300.31,,
1581,17376356,3,2,3,4,1,1,0,1,1,1,0,0,,1416,452,466,499,415,426,348,365,368,443,421,392,13,,,481.66,433.36,482.05,430.32,402.8,330.83,282.91,276.23,205.77,98.56,141.6,152.75,111.33,162.29,171.67,186.99,145.13,94.11,53.32,,
1584,17352132,3,3,3,7,1,1,1,2,0,2,2,0,,3083.4,253,268,326,300,253,194,153,153,214,281,111,,,,291.45,291.45,553.93,293.18,308.2,301.95,232.75,29.25,184.78,223.31,308.34,287.45,334.95,332.49,332.39,540.96,509.89,532.1,723.97,,
1588,17425517,4,1,3,3,2,1,1,1,1,2,1,0,,3130.3,300,294,279,289,181,130,137,138,242,317,328,7,,,245.23,335.78,303.66,289.44,242.86,156.19,136.69,132.89,133.42,201.29,313.03,293.38,344.24,325.58,271.66,242.7,204.89,157.16,129.14,,
1590,17346570,3,2,3,7,2,1,1,2,0,0,1,0,,3582.6,150,190,394,340,260,164,93,120,235,346,273,46,,,343.27,258.97,300.54,331.2,255.43,252.93,219.24,187.34,253.47,360.99,358.26,512.1,465.04,371.68,411.39,435.43,343.05,240.28,136.18,,
1591,17401878,4,2,3,3,1,1,1,0,0,0,1,0,,3455.1,272,267,313,270,241,159,66,93,163,228,205,21,,,170.32,203.68,218.27,271.43,220.47,147.62,127.6,196.6,114.37,183.71,345.51,419,433.16,308.67,321.95,418.29,227.85,141.25,115.19,,
1593,17356309,4,2,3,7,2,1,1,1,1,2,1,0,,5354.8,241,312,394,340,255,169,151,174,243,371,401,265,,,46.84,353.22,314.93,297.51,282.14,259.43,167.3,166.38,180.59,320.21,535.48,367.59,397.4,399.2,367.83,392.12,366.86,293.04,186.8,,
1594,17341565,3,3,3,7,1,1,1,2,0,2,1,0,,5814.6,182,235,318,311,193,139,151,166,151,237,223,130,,,288.38,852.8,638.97,509.62,470.39,334.97,252.64,204.76,239.34,403.13,581.46,603.13,617.35,547.1,469.98,465.02,337.3,181.81,95.86,,
1595,17419584,2,1,2,3,0,0,0,0,0,0,0,0,,507.9,52,58,60,65,63,90,117,117,63,60,66,137,,,14.93,34.38,33.18,40.78,49.95,38.05,71.59,101.98,37.66,36.65,50.79,36.81,61.74,44.83,35.11,29.52,44.08,37.15,39.43,,
1596,17462263,3,2,3,7,1,1,0,1,0,0,1,0,,1594.4,222,212,312,282,236,135,103,112,287,340,238,,,,361,312.51,329.07,320.86,243.61,166.46,68.27,72.87,115.1,229.32,159.44,315.99,299.54,286.08,404.89,368.47,257.62,284.3,116.58,,
1597,17445545,5,3,4,3,1,1,0,0,0,2,0,0,,1513.1,176,177,203,191,170,60,53,41,144,163,63,,,,286.08,170.08,148.99,178.31,149.61,115.62,69.69,50.14,68.18,152.53,151.31,173.82,195.68,194.49,226.08,221.49,181.89,144.19,75.79,,
1598,17442983,4,2,3,7,1,1,1,1,0,0,1,0,,3993.2,376,358,479,506,231,160,163,161,287,331,417,105,,,358.52,528.11,455.91,392.89,288.15,244.85,204.19,184.55,193.42,280.95,399.32,347.76,446.56,488.58,417.47,303.95,344.25,231.37,188.55,,
